"Provider Number",Network,"Facility Name","Address Line 1",City,State,Zip,County,"Profit or Non-Profit","Chain Organization","# of Dialysis Stations","Offers in-center hemodialysis","Certification or Recertification Date",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
362883,9,"OHIO RENAL HOLDINGS INC.","3609 PARK EAST DRIVE, SUITE 106 NORTH",BEACHWOOD,OH,44122,CUYAHOGA,Profit,INDEPENDENT,6,TRUE,10/17/18,41.462071,-81.492427,1,rooftop,3609,"Park East Dr",Ste,106,Beachwood,OH,"Cuyahoga County",44122,US,Cuyahoga
362508,9,"FMC - MANSFIELD KIDNEY CENTER","647 BALLY ROW",MANSFIELD,OH,44906,RICHLAND,Profit,"FRESENIUS MEDICAL CARE",19,TRUE,1/25/90,40.740839,-82.550179,1,rooftop,647,"Bally Row",,,Mansfield,OH,"Richland County",44906,US,Richland
362562,9,"FMC - SALEM SOUTH","2345 EAST PERSHING STREET",SALEM,OH,44460,COLUMBIANA,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,7/1/96,40.898838,-80.828031,1,rooftop,2345,"E Pershing St",,,Salem,OH,"Columbiana County",44460,US,Columbiana
362678,9,"NEPHROLOGY ASSOCIATES OF CLEVELAND, LTD.","5595 TRANSPORTATION BLVD., SUITE 110","GARFIELD HEIGHTS",OH,44125,CUYAHOGA,Profit,"CENTERS FOR DIALYSIS CARE",15,TRUE,7/13/05,41.409578,-81.614854,1,rooftop,5595,"Transportation Blvd",Ste,110,Cleveland,OH,"Cuyahoga County",44125,US,Cuyahoga
362875,9,"FKC- CENTERVILLE HOME","7700 WASHINGTON VILLAGE DRIVE",DAYTON,OH,45459,MONTGOMERY,Profit,"FRESENIUS MEDICAL CARE",1,FALSE,6/21/18,39.63737,-84.207616,1,rooftop,7700,"Washington Park Dr",,,Dayton,OH,"Montgomery County",45459,US,Montgomery
372606,13,"DAVITA WAGONER DIALYSIS","402 S WALL STREET",WAGONER,OK,74467,WAGONER,Profit,DAVITA,13,TRUE,6/28/17,35.943419,-95.415011,0.33,place,,,,,Wagoner,OK,"Wagoner County",74467,US,"TIGER/Line® dataset from the US Census Bureau"
372594,13,"FMCNA - NORTH HARVARD","1515 N HARVARD STE D",TULSA,OK,74115,TULSA,Profit,"FRESENIUS MEDICAL CARE",28,TRUE,11/1/13,36.177871,-95.939576,1,rooftop,1515,"N Harvard Ave E",Ste,D,Tulsa,OK,"Tulsa County",74115,US,Tulsa
372575,13,"DAVITA ANADARKO DIALYSIS CENTER","414 SE 11TH",ANADARKO,OK,73005,CADDO,Profit,DAVITA,10,TRUE,4/9/07,35.07256,-98.24366,0.33,place,,,,,Anadarko,OK,"Caddo County",73005,US,"TIGER/Line® dataset from the US Census Bureau"
372610,13,"FKC - BEVERLY MATHIS MEMORIAL DIALYSIS","5230 S MINGO RD",TULSA,OK,74146,TULSA,Profit,"FRESENIUS MEDICAL CARE",13,TRUE,6/28/18,36.087898,-95.869331,0.9,rooftop,5230,"S Mingo Rd",,,Tulsa,OK,"Tulsa County",74145,US,Tulsa
372514,13,"DAVITA CLAREMORE DIALYSIS CENTER","202 E BLUE STARR DR",CLAREMORE,OK,74017,ROGERS,Profit,DAVITA,16,TRUE,10/11/90,36.32199,-95.601663,1,range_interpolation,202,"E Blue Starr Dr",,,Claremore,OK,"Rogers County",74017,US,"TIGER/Line® dataset from the US Census Bureau"
372558,13,"FMCNA - ENID DIALYSIS CTR","121 W OWEN K GARRIOTT",ENID,OK,73701,GARFIELD,Profit,"FRESENIUS MEDICAL CARE",16,TRUE,5/20/02,36.390714,-97.878626,1,range_interpolation,121,"W Owen K Garriott Rd",,,Enid,OK,"Garfield County",73701,US,"TIGER/Line® dataset from the US Census Bureau"
372571,13,"FMCNA - SOUTHWEST OKLAHOMA CITY JV","10301 GREENBRIAR PKWY","OKLAHOMA CITY",OK,73159,OKLAHOMA,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,11/21/05,35.365549,-97.544968,1,rooftop,10301,"Greenbriar Pkwy",,,"Oklahoma City",OK,"Cleveland County",73159,US,Oklahoma
372512,13,"DAVITA TAHLEQUAH DIALYSIS CENTER","1373 E BOONE ST",TAHLEQUAH,OK,74464,CHEROKEE,Profit,DAVITA,20,TRUE,6/11/90,35.912726,-94.950256,1,range_interpolation,1373,"E Boone St",,,Tahlequah,OK,"Cherokee County",74464,US,"TIGER/Line® dataset from the US Census Bureau"
372536,13,"HEARTLAND MIAMI DX LLP","2111 DENVER HARNER DR",MIAMI,OK,74354,OTTAWA,Profit,INDEPENDENT,12,TRUE,1/22/97,36.89829,-94.859543,1,range_interpolation,2111,"Denver Harner Dr",,,Miami,OK,"Ottawa County",74354,US,"TIGER/Line® dataset from the US Census Bureau"
372513,13,"DAVITA SHAWNEE DIALYSIS CENTER","4409 N KICKAPOO SUITE 113",SHAWNEE,OK,74804,POTTAWATOMIE,Profit,DAVITA,16,TRUE,9/6/90,35.374879,-96.929649,0.9,range_interpolation,4409,"State Hwy 3 E",Ste,113,Shawnee,OK,"Pottawatomie County",74804,US,"TIGER/Line® dataset from the US Census Bureau"
372540,13,"FMCNA - NORTHWEST OKLAHOMA CITY","3107 NW 50TH ST","OKLAHOMA CITY",OK,73112,OKLAHOMA,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,7/11/97,35.5226,-97.57037,1,rooftop,3107,"NW 50th St",,,"Oklahoma City",OK,"Oklahoma County",73112,US,Oklahoma
372584,13,"FKC - BRISTOW","402 S MAIN ST",BRISTOW,OK,74010,CREEK,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,11/27/12,35.828873,-96.391201,1,range_interpolation,402,"S Main St",,,Bristow,OK,"Creek County",74010,US,"TIGER/Line® dataset from the US Census Bureau"
372520,13,"FMCNA - SOUTH OKC DX CTR","5419 S WESTERN","OKLAHOMA CITY",OK,73109,OKLAHOMA,Profit,"FRESENIUS MEDICAL CARE",18,TRUE,8/28/92,35.411375,-97.530647,1,rooftop,5419,"S Western Ave",,,"Oklahoma City",OK,"Oklahoma County",73109,US,Oklahoma
372553,13,"FMCNA - HERITAGE PARK","310 S. HIGHLAND AVE","MIDWEST CITY",OK,73110,OKLAHOMA,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,12/16/99,35.463047,-97.40766,1,rooftop,310,"S Highland Ave",,,"Oklahoma City",OK,"Oklahoma County",73110,US,"Oklahoma and Logan Counties - Association of Central Oklahoma Governments"
372559,13,"POTEAU DIALYSIS CTR","1200 CENTRAL ST",POTEAU,OK,74953,UNKNOWN,Profit,INDEPENDENT,12,TRUE,6/5/02,35.063571,-94.620119,1,range_interpolation,1200,"Central St",,,Poteau,OK,"Le Flore County",74953,US,"TIGER/Line® dataset from the US Census Bureau"
372601,13,"DAVITA YUKON DIALYSIS","12801 NW 10TH ST",YUKON,OK,73099,CANADIAN,Profit,DAVITA,13,TRUE,10/2/15,35.479072,-97.755618,1,range_interpolation,12801,"NW 10th St",,,Yukon,OK,"Canadian County",73099,US,"TIGER/Line® dataset from the US Census Bureau"
372530,13,"DAVITA HEARTLAND DIALYSIS","925 NE EIGHTH","OKLAHOMA CITY",OK,73104,OKLAHOMA,Profit,DAVITA,32,TRUE,9/1/95,35.476712,-97.49564,1,rooftop,925,"NE 8th St",,,"Oklahoma City",OK,"Oklahoma County",73104,US,Oklahoma
372500,13,"FKC - LAKE HEFNER DIALYSIS","7201 CHEROKEE PLAZA","WARR ACRES",OK,73132,OKLAHOMA,Non-Profit,"FRESENIUS MEDICAL CARE",20,TRUE,8/31/77,35.545171,-97.613129,1,range_interpolation,7201,"Cherokee Plz",,,"Warr Acres",OK,"Oklahoma County",73132,US,"TIGER/Line® dataset from the US Census Bureau"
372589,13,"SANDERLING DIALYSIS CENTER OF HOLDENVILLE","102 CRESTVIEW DR",HOLDENVILLE,OK,74848,HUGHES,Profit,"CHAIN OWNED - SANDERLING RENAL SERVICES",16,TRUE,5/24/13,35.088042,-96.378561,0.9,range_interpolation,102,"Crestview Dr",,,Holdenville,OK,"Hughes County",74848,US,"TIGER/Line® dataset from the US Census Bureau"
372565,13,"DAVITA DURANT DIALYSIS CENTER","411 WESTSIDE DR",DURANT,OK,74701,BRYAN,Profit,DAVITA,16,TRUE,11/12/03,33.998472,-96.406404,1,range_interpolation,411,"Westside Dr",,,Durant,OK,"Bryan County",74701,US,"TIGER/Line® dataset from the US Census Bureau"
372546,13,"DAVITA CENTRAL TULSA DIALYSIS CENTER","1124 S ST LOUIS AVE",TULSA,OK,74120,TULSA,Profit,DAVITA,24,TRUE,7/1/99,36.14695,-95.971278,1,rooftop,1124,"S St Louis Ave",,,Tulsa,OK,"Tulsa County",74120,US,Tulsa
372579,13,"DAVITA CLEVELAND PD","1059 SE 82ND","OKLAHOMA CITY",OK,73149,OKLAHOMA,Profit,DAVITA,8,FALSE,10/14/10,35.385264,-97.493555,1,rooftop,1059,"SE 82nd St",,,"Oklahoma City",OK,"Oklahoma County",73149,US,"Oklahoma and Logan Counties - Association of Central Oklahoma Governments"
372595,13,"FMCNA - RICHARD MEDLOCK","2845 E SKELLY DR",TULSA,OK,74105,TULSA,Profit,"FRESENIUS MEDICAL CARE",24,TRUE,11/1/13,36.091341,-95.947399,1,rooftop,2845,"E Skelly Dr S",,,Tulsa,OK,"Tulsa County",74105,US,Tulsa
372308,13,"ST FRANCIS HOSPITAL-DIALYSIS","6161 S YALE AVE",TULSA,OK,74136,TULSA,Non-Profit,INDEPENDENT,20,TRUE,8/31/77,36.07284,-95.917624,1,rooftop,6161,"S Yale Ave",,,Tulsa,OK,"Tulsa County",74136,US,Tulsa
372548,13,"DAVITA OKUMLGEE DIALYSIS CENTER","201 S DELAWARE",OKMULGEE,OK,74447,OKMULGEE,Profit,DAVITA,16,TRUE,7/1/99,35.621717,-95.966693,1,range_interpolation,201,"S Delaware Ave",,,Okmulgee,OK,"Okmulgee County",74447,US,"TIGER/Line® dataset from the US Census Bureau"
372591,13,"DAVITA BERKSHIRE HOME TRAINING PD","4800 W SAN ANTONIO ST STE 201","BROKEN ARROW",OK,74012,TULSA,Profit,DAVITA,11,FALSE,6/24/13,36.037645,-95.850403,1,rooftop,4800,"W San Antonio St S",Ste,201,"Broken Arrow",OK,"Tulsa County",74012,US,Tulsa
372607,13,"DAVITA DT4 DIALYSIS","4800 WEST SAN ANTONIO STREET","BROKEN ARROW",OK,74012,TULSA,Profit,DAVITA,4,TRUE,8/29/17,36.037645,-95.850403,1,rooftop,4800,"W San Antonio St S",,,"Broken Arrow",OK,"Tulsa County",74012,US,Tulsa
372504,13,"DAVITA TULSA DIALYSIS CENTER","4436 S HARVARD AVE",TULSA,OK,74135,TULSA,Profit,DAVITA,20,TRUE,6/23/83,36.100421,-95.940795,1,rooftop,4436,"S Harvard Ave E",,,Tulsa,OK,"Tulsa County",74135,US,Tulsa
372538,13,"FMCNA - SOUTH TULSA","8260 S LEWIS",TULSA,OK,74137,TULSA,Profit,"FRESENIUS MEDICAL CARE",21,TRUE,5/17/97,36.044494,-95.957998,1,range_interpolation,8260,"S Lewis Ave",,,Tulsa,OK,"Tulsa County",74137,US,"TIGER/Line® dataset from the US Census Bureau"
372577,13,"FMCNA - OKLAHOMA KIDNEY CARE DX, LLC","13901 MCAULEY BLVD, STE 102","OKLAHOMA CITY",OK,73134,OKLAHOMA,Profit,"FRESENIUS MEDICAL CARE",16,TRUE,12/5/08,35.611327,-97.598396,1,rooftop,13901,"McAuley Blvd",Ste,102,"Oklahoma City",OK,"Oklahoma County",73134,US,Oklahoma
372555,13,"FMCNA - WOODWARD","909 18TH ST",WOODWARD,OK,73801,WOODWARD,Profit,"FRESENIUS MEDICAL CARE",12,TRUE,4/1/00,36.437837,-99.402391,1,range_interpolation,909,"18th St",,,Woodward,OK,"Woodward County",73801,US,"TIGER/Line® dataset from the US Census Bureau"
372611,13,"DAVITA LAKE HEFNER DIALYSIS","6917 N MAY AVE","OKLAHOMA CITY",OK,73116,OKLAHOMA,Profit,DAVITA,16,TRUE,5/9/19,35.541505,-97.566201,1,rooftop,6917,"N May Ave",,,"Oklahoma City",OK,"Oklahoma County",73116,US,Oklahoma
372586,13,"DAVITA ROSE ROCK DIALYSIS","9913 E RENO AVE","OKLAHOMA CITY",OK,73130,OKLAHOMA,Profit,DAVITA,12,TRUE,2/18/13,35.46441,-97.353991,1,rooftop,9913,"E Reno Ave",,,"Oklahoma City",OK,"Oklahoma County",73130,US,"City of Midwest City"
372531,13,"DAVITA ELK CITY DIALYSIS CENTER","1601 W 2ND ST","ELK CITY",OK,73644,BECKHAM,Profit,DAVITA,12,TRUE,12/20/95,35.412629,-99.42335,1,range_interpolation,1601,"W 2nd St",,,"Elk City",OK,"Beckham County",73644,US,"TIGER/Line® dataset from the US Census Bureau"
372583,13,"US RENAL CARE - GROVE","1200 NEO LOOP",GROVE,OK,74344,DELAWARE,Profit,"US RENAL CARE, INC.",13,TRUE,5/20/11,36.595478,-94.740686,0.33,place,,,,,Grove,OK,"Delaware County",74344,US,"TIGER/Line® dataset from the US Census Bureau"
372572,13,"DAVITA CHICKASHA DIALYSIS","228 S 29TH ST",CHICKASHA,OK,73018,GRADY,Profit,DAVITA,8,TRUE,12/7/05,35.053397,-97.970445,0.6,range_interpolation,228,"N 29th St",,,Chickasha,OK,"Grady County",73018,US,"TIGER/Line® dataset from the US Census Bureau"
372600,13,"FMCNA - IDABEL DX","1104 E LINCOLN ST",IDABEL,OK,74745,MCCURTAIN,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,4/23/15,33.884519,-94.791358,0.7,range_interpolation,1104,"SE Lincoln Rd",,,Idabel,OK,"McCurtain County",74745,US,"TIGER/Line® dataset from the US Census Bureau"
372545,13,"DAVITA STILWELL DIALYSIS CENTER","80851 HWY 59",STILWELL,OK,74960,ADAIR,Profit,DAVITA,10,TRUE,7/1/99,35.817032,-94.625293,0.6,street_center,,"US Hwy 59",,,Stilwell,OK,"Adair County",74960,US,"TIGER/Line® dataset from the US Census Bureau"
372518,13,"DAVITA OKLAHOMA CITY SOUTH DIALYSIS","319 SW 59TH STREET","OKLAHOMA CITY",OK,73109,OKLAHOMA,Profit,DAVITA,16,TRUE,8/13/92,35.406737,-97.519536,1,rooftop,319,"SW 59th St",,,"Oklahoma City",OK,"Oklahoma County",73109,US,Oklahoma
372564,13,"DAVITA MCALESTER DIALYSIS","2 CLARK BASS BLVD #101",MCALESTER,OK,74501,PITTSBURG,Profit,DAVITA,12,TRUE,10/1/02,34.934103,-95.750704,1,range_interpolation,2,"Clark Bass Blvd",#,101,McAlester,OK,"Pittsburg County",74501,US,"TIGER/Line® dataset from the US Census Bureau"
372549,13,"DAVITA MUSKOGEE COMMUNITY DIALYSIS CENTER","2316 W SHAWNEE ST",MUSKOGEE,OK,74401,MUSKOGEE,Profit,DAVITA,16,TRUE,7/1/99,35.769959,-95.391113,1,range_interpolation,2316,"W Shawnee St",,,Muskogee,OK,"Muskogee County",74401,US,"TIGER/Line® dataset from the US Census Bureau"
372569,13,"DAVITA GREENWOOD DIALYSIS CENTER","1345 N LANSING AVE",TULSA,OK,74106,TULSA,Profit,DAVITA,12,TRUE,4/20/05,36.174709,-95.980034,1,rooftop,1345,"N Lansing Ave E",,,Tulsa,OK,"Tulsa County",74106,US,Tulsa
372505,13,"XCLOSED DAVITA - STILLWATER","406 E HALL OF FAME AVE STE 300",STILLWATER,OK,74075,PAYNE,Profit,DAVITA,12,TRUE,8/26/83,36.127652,-97.053645,1,rooftop,406,"E Hall Of Fame Ave",Ste,300,Stillwater,OK,"Payne County",74075,US,"City of Stillwater"
372527,13,"DAVITA NORMAN DIALYSIS CENTER","1818 W LINDSEY BLDG B STE104",NORMAN,OK,73069,CLEVELAND,Profit,DAVITA,12,TRUE,2/23/94,35.202617,-97.469498,0.9,rooftop,1818,"W Lindsey",Bldg,B,Norman,OK,"Cleveland County",73072,US,"Oklahoma and Logan Counties - Association of Central Oklahoma Governments"
372562,13,"DAVITA SOONER DIALYSIS","1561 N PORTER AVE",NORMAN,OK,73071,CLEVELAND,Profit,DAVITA,20,TRUE,1/6/03,35.237013,-97.440512,1,rooftop,1561,"N Porter Ave",,,Norman,OK,"Cleveland County",73071,US,"Oklahoma and Logan Counties - Association of Central Oklahoma Governments"
372608,13,"DAVITA GARFIELD COUNTY DIALYSIS","204 S VANBUREN ST",ENID,OK,73703,GARFIELD,Profit,DAVITA,13,TRUE,3/27/18,36.395492,-97.890263,0.8,range_interpolation,204,"S Van Buren St",,,Enid,OK,"Garfield County",73703,US,"TIGER/Line® dataset from the US Census Bureau"
372592,13,"DAVITA REDBIRD SMITH DIALYSIS","305 SOUTH J T STITES ST",SALLISAW,OK,74955,SEQUOYAH,Profit,DAVITA,12,TRUE,8/8/13,35.457486,-94.814247,0.7,range_interpolation,305,"J T Stites Blvd",,,Sallisaw,OK,"Sequoyah County",74955,US,"TIGER/Line® dataset from the US Census Bureau"
372516,13,"DAVITA BROKEN ARROW DIALYSIS CENTER","1710 N 9TH ST","BROKEN ARROW",OK,74012,TULSA,Profit,DAVITA,16,TRUE,9/23/91,36.069637,-95.780846,0.78,nearest_rooftop_match,1730,"N 9th St E",,,"Broken Arrow",OK,"Tulsa County",74012,US,Tulsa
372556,13,"FMCNA - STILLWATER MEDICAL CTR DIALYSIS","1921 W SIXTH ST, BLDG B",STILLWATER,OK,74074,PAYNE,Profit,"FRESENIUS MEDICAL CARE",12,TRUE,10/12/00,36.101521,-97.069061,0.33,place,,,,,Stillwater,OK,"Payne County",74074,US,"TIGER/Line® dataset from the US Census Bureau"
372598,13,"DSI - ALTUS DX","1401 E BROADWAY",ALTUS,OK,73522,JACKSON,Profit,"DIVERSIFIED SPECIALTY INSTITUTES (DSI)",13,TRUE,9/11/14,34.637887,-99.349875,0.9,range_interpolation,1401,"E Broadway St",,,Altus,OK,"Jackson County",73521,US,"TIGER/Line® dataset from the US Census Bureau"
372573,13,"FMCNA - ADA DIALYSIS CTR","324 NW J.A. RICHARDSON LOOP",ADA,OK,74820,PONTOTOC,Profit,"FRESENIUS MEDICAL CARE",21,TRUE,4/27/06,34.752263,-96.677858,0.1,street_center,,"OK 3E",,,Ada,OK,"Pontotoc County",74820,US,"TIGER/Line® dataset from the US Census Bureau"
372532,13,"FMCNA - SE OKLAHOMA","810 NW 10TH  STE B","OKLAHOMA CITY",OK,73106,OKLAHOMA,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,12/1/95,35.478506,-97.526332,1,rooftop,810,"NW 10th St",,,"Oklahoma City",OK,"Oklahoma County",73106,US,Oklahoma
372604,13,"DAVITA LAWTON DIALYSIS","1110 SW B AVE",LAWTON,OK,73501,COMANCHE,Profit,DAVITA,12,TRUE,4/4/17,34.606183,-98.404903,1,range_interpolation,1110,"SW B Ave",,,Lawton,OK,"Comanche County",73501,US,"TIGER/Line® dataset from the US Census Bureau"
372587,13,"FMCNA - BAILEY DIALYSIS CENTER","10205 N 110TH E AVE",OWASSO,OK,74055,TULSA,Profit,"FRESENIUS MEDICAL CARE",15,TRUE,2/20/13,36.302449,-95.851584,1,rooftop,10205,"N 110th Ave E",,,Owasso,OK,"Tulsa County",74055,US,Tulsa
372603,13,"DAVITA MOORE DIALYSIS","620 S. SANTA FE AVE",MOORE,OK,73160,CLEVELAND,Profit,DAVITA,12,TRUE,8/22/16,35.33277,-97.511937,1,range_interpolation,620,"S Santa Fe Ave",,,Moore,OK,"Cleveland County",73160,US,"TIGER/Line® dataset from the US Census Bureau"
372597,13,"FMCNA - JANE PHILLIPS","3500 SE STATE ST",BARTLESVILLE,OK,74006,WASHINGTON,Profit,"FRESENIUS MEDICAL CARE",18,TRUE,11/1/13,36.75358,-95.938836,0.9,range_interpolation,3500,"State St",,,Bartlesville,OK,"Washington County",74006,US,"TIGER/Line® dataset from the US Census Bureau"
372582,13,"DAVITA ARDMORE DIALYSIS RANCH","2617 CROSSROADS DR",ARDMORE,OK,73401,CARTER,Profit,DAVITA,28,TRUE,3/14/11,34.18084,-97.164014,1,rooftop,2617,"Crossroads Dr",,,Ardmore,OK,"Carter County",73401,US,"Kern, Cleveland, Canadian, Logan Counties"
372581,13,"FMCNA - EDMOND EAST","301 KATIE MICHELLE BLVD",EDMOND,OK,73034,OKLAHOMA,Profit,"FRESENIUS MEDICAL CARE",14,TRUE,2/15/11,35.651573,-97.432993,1,rooftop,301,"Katie Michelle Blvd",,,Edmond,OK,"Oklahoma County",73034,US,"Oklahoma and Logan Counties - Association of Central Oklahoma Governments"
372311,13,"OU CHILDREN DIALYSIS","OU CHILDREN'S DIALYSIS UNIT","OKLAHOMA CITY",OK,73104,OKLAHOMA,Non-Profit,"OU MEDICINE INC",6,TRUE,2/5/98,35.47523,-97.503918,1,place,,,,,"Oklahoma City",OK,"Oklahoma County",73104,US,"TIGER/Line® dataset from the US Census Bureau"
372523,13,"ARA - LAWTON DIALYSIS","EISENHOWER SQUARE",LAWTON,OK,73505,COMANCHE,Profit,"AMERICAN RENAL ASSOCIATES",24,TRUE,12/9/92,34.611131,-98.463773,0.9,street_center,,"NW Eisenhower Dr",,,Lawton,OK,"Comanche County",73505,US,"TIGER/Line® dataset from the US Census Bureau"
372567,13,"DAVITA SOUTHCREST DIALYSIS","10921 EAST 81ST ST",TULSA,OK,74133,TULSA,Profit,DAVITA,16,TRUE,1/31/05,36.046957,-95.852982,1,rooftop,10921,"E 81st St S",,,Tulsa,OK,"Tulsa County",74133,US,Tulsa
372544,13,"FMCNA - YUKON JV","1320 W VANDAMENT AVE",YUKON,OK,73099,CANADIAN,Profit,"FRESENIUS MEDICAL CARE",21,TRUE,6/30/99,35.493242,-97.764317,1,range_interpolation,1320,"W Vandament Ave",,,Yukon,OK,"Canadian County",73099,US,"TIGER/Line® dataset from the US Census Bureau"
372570,13,"FMCNA - EAST TULSA","5147 S GARNETT RD STE C",TULSA,OK,74146,TULSA,Profit,"FRESENIUS MEDICAL CARE",16,TRUE,11/2/05,36.087641,-95.85037,1,rooftop,5147,"S Garnett Rd E",Ste,C,Tulsa,OK,"Tulsa County",74146,US,Tulsa
372609,13,"FKC - MOORE","450 N EASTERN AVE","OKLAHOMA CITY",OK,73160,CLEVELAND,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,6/29/18,35.342367,-97.476683,1,range_interpolation,450,"N Eastern Ave",,,Moore,OK,"Cleveland County",73160,US,"TIGER/Line® dataset from the US Census Bureau"
372561,13,"DAVITA CLINTON DIALYSIS CENTER","150 S 31ST",CLINTON,OK,73601,CUSTER,Profit,DAVITA,16,TRUE,11/12/02,35.513679,-98.999523,0.9,range_interpolation,150,"N 31st St",,,Clinton,OK,"Custer County",73601,US,"TIGER/Line® dataset from the US Census Bureau"
372588,13,"DAVITA MID-DEL HOME TRAINING PD","9320 E RENO SUITE A","OKLAHOMA CITY",OK,73130,OKLAHOMA,Profit,DAVITA,6,TRUE,2/7/13,35.46365,-97.363868,1,rooftop,9320,"E Reno Ave",Ste,A,"Oklahoma City",OK,"Oklahoma County",73130,US,"City of Midwest City"
372529,13,"DAVITA PRYOR DIALYSIS","309 E GRAHAM",PRYOR,OK,74361,MAYES,Profit,DAVITA,14,TRUE,11/30/94,36.307289,-95.314473,1,range_interpolation,309,"E Graham Ave",,,Pryor,OK,"Mayes County",74361,US,"TIGER/Line® dataset from the US Census Bureau"
372515,13,"DAVITA NORTHWEST BETHANY DIALYSIS CENTER","7800 NW 23RD STE A",BETHANY,OK,73008,OKLAHOMA,Profit,DAVITA,16,TRUE,6/3/91,35.493467,-97.649093,1,range_interpolation,7800,"NW 23rd St",,,Bethany,OK,"Oklahoma County",73008,US,"TIGER/Line® dataset from the US Census Bureau"
372542,13,"XCLOSED FMCNA - ARDMORE","1402 BROOKVIEW DR",ARDMORE,OK,73401,CARTER,Profit,"FRESENIUS MEDICAL CARE",28,TRUE,6/15/98,34.189298,-97.152099,1,rooftop,1402,"Brookview Dr",,,Ardmore,OK,"Carter County",73401,US,"Kern, Cleveland, Canadian, Logan Counties"
372574,13,"SOONER DIALYSIS - LAWTON","924 SW 38TH ST",LAWTON,OK,73505,COMANCHE,Profit,INDEPENDENT,20,TRUE,8/30/06,34.599409,-98.43918,1,rooftop,924,"SW 38th St",,,Lawton,OK,"Comanche County",73505,US,"City of Lawton"
372557,13,"ARA - LAWTON DIALYSIS EAST","4516 SE LEE BLVD STE 108",LAWTON,OK,73501,COMANCHE,Profit,"AMERICAN RENAL ASSOCIATES",23,TRUE,2/28/02,34.594497,-98.334405,1,range_interpolation,4516,"SE Lee Blvd",Ste,108,Lawton,OK,"Comanche County",73501,US,"TIGER/Line® dataset from the US Census Bureau"
372605,13,"DAVITA PAULS VALLEY DIALYSIS","2410 W. GRANT AVE","PAULS VALLEY",OK,73075,GARVIN,Profit,DAVITA,12,TRUE,4/27/17,34.739574,-97.255395,0.6,range_interpolation,2410,"Grant Ave",,,"Pauls Valley",OK,"Garvin County",73075,US,"TIGER/Line® dataset from the US Census Bureau"
372593,13,"NEW DIRECTION HOME DIALYSIS","4334 NW EXPRESSWAY, STE 165","OKLAHOMA CITY",OK,73116,OKLAHOMA,Profit,INDEPENDENT,0,FALSE,8/1/13,35.539402,-97.59754,0.9,rooftop,4334,"Nw Expy",Ste,165,"Oklahoma City",OK,"Oklahoma County",73112,US,Oklahoma
372511,13,"DAVITA MIDWEST CITY DIALYSIS CENTER","7221 E RENO AVE","MIDWEST CITY",OK,73110,OKLAHOMA,Profit,DAVITA,16,TRUE,2/16/90,35.464578,-97.401763,1,rooftop,7221,"E Reno Ave",,,"Oklahoma City",OK,"Oklahoma County",73110,US,"City of Midwest City"
372533,13,"FMCNA - SHAWNEE","3807 N HARRISON",SHAWNEE,OK,74804,POTTAWATOMIE,Profit,"FRESENIUS MEDICAL CARE",25,TRUE,8/26/96,35.372077,-96.911912,0.5,range_interpolation,3807,"State Hwy 18",,,Shawnee,OK,"Pottawatomie County",74804,US,"TIGER/Line® dataset from the US Census Bureau"
372585,13,"DAVITA OWASSO DIALYSIS","9521 N OWASSO EAST EXPRESSWAY",OWASSO,OK,74055,TULSA,Profit,DAVITA,16,TRUE,2/7/13,36.289771,-95.838582,0.8,range_interpolation,9521,"Owasso Expy",,,Owasso,OK,"Tulsa County",74055,US,"TIGER/Line® dataset from the US Census Bureau"
372560,13,"DAVITA SAPULPA DIALYSIS","9647 RIDGEVIEW ST",TULSA,OK,74131,CREEK,Profit,DAVITA,16,TRUE,7/19/02,36.02893,-96.082585,0.5,street_center,,"Ridgeview St",,,Sapulpa,OK,"Creek County",74066,US,"TIGER/Line® dataset from the US Census Bureau"
372578,13,"FMCNA - NORTH TULSA","2309 W EDISON STE A",TULSA,OK,74127,TULSA,Profit,"FRESENIUS MEDICAL CARE",13,TRUE,12/3/08,36.161431,-96.017626,1,range_interpolation,2309,"W Edison St",,,Tulsa,OK,"Osage County",74127,US,"TIGER/Line® dataset from the US Census Bureau"
372580,13,"DAVITA MCINTOSH COUNTY DIALYSIS","480 EUNICE BURNS RD",EUFAULA,OK,74432,MCINTOSH,Profit,DAVITA,11,TRUE,11/15/10,35.318019,-95.588523,0.33,place,,,,,Eufaula,OK,"McIntosh County",74432,US,"TIGER/Line® dataset from the US Census Bureau"
372552,13,"FMCNA - PONCA CITY","1208 E HARTFORD","PONCA CITY",OK,74601,KAY,Profit,"FRESENIUS MEDICAL CARE",12,TRUE,11/1/96,36.723915,-97.068643,1,range_interpolation,1208,"E Hartford Ave",,,"Ponca City",OK,"Kay County",74601,US,"TIGER/Line® dataset from the US Census Bureau"
