State,Code,Type,Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
Colorado,DDE5,"Last Mile Facility","6951 S Blackhawk St",Englewood,CO,80112,39.590357,-104.827245,1,rooftop,6951,"S Blackhawk St",,,Englewood,CO,"Arapahoe County",80112,US,"Arapahoe County"
Colorado,DDE6,"Last Mile Facility","6150 Downing St Bldg 5",Denver,CO,80216,39.808068,-104.972778,1,rooftop,6150,"Downing St",Bldg,5,Denver,CO,"Adams County",80216,US,Adams
Colorado,DDE8,"Last Mile Facility","4555 E 37th St",Loveland,CO,80538,40.428921,-105.011726,0.8,nearest_rooftop_match,4567,"E 37th St",,,Loveland,CO,"Larimer County",80538,US,"City of Loveland"
Colorado,HDE1,"Last Mile Facility","19799 E 36th Ave Bldy #29",Aurora,CO,80011,39.767183,-104.75573,0.87,rooftop,19799,"E 36th Dr",#,29,Aurora,CO,"Adams County",80011,US,"City of Aurora"
Colorado,DDV2,"Last Mile Facility","900 E 128th Ave",Thorton,CO,80241,39.927497,-104.972702,1,rooftop,900,"E 128th Ave",,,Thornton,CO,"Adams County",80241,US,"City of Thornton"
Colorado,DDV5,"Last Mile Facility","2889 Himalaya Dr Bldg 15",Aurora,CO,80011,39.756869,-104.755245,0.87,rooftop,2889,"Himalaya Rd",Bldg,15,Aurora,CO,"Adams County",80011,US,Adams
Connecticut,DBL1,"Last Mile Facility","71 Horizon Drive",Bristol,CT,06010,41.650315,-72.913486,1,rooftop,71,"Horizon Dr",,,Bristol,CT,"Hartford County",06010,US,"Connecticut Geospatial Information Systems Council"
Connecticut,DBL8,"Last Mile Facility","8 Old Sherman Turnpike #24",Danbury,CT,06810,41.41124,-73.406141,0.99,rooftop,8-24,"Old Sherman Tpke",#,24,Danbury,CT,"Fairfield County",06810,US,"Connecticut Geospatial Information Systems Council"
Connecticut,HBD1,"Last Mile Facility","65 Holmes Rd",Newington,CT,06615,41.708912,-72.744318,0.9,rooftop,65,"Holmes Rd",,,Newington,CT,"Hartford County",06111,US,"Connecticut Geospatial Information Systems Council"
Connecticut,DOB2,"Last Mile Facility","425 S Cherry St",Wallingford,CT,06492,41.441387,-72.836396,1,rooftop,425,"S Cherry St",,,Wallingford,CT,"New Haven County",06492,US,"Connecticut Geospatial Information Systems Council"
Connecticut,DOB4,"Last Mile Facility","500 Long Beach Blvd",Stratford,CT,06615,41.163964,-73.154942,1,rooftop,500,"Long Beach Blvd",,,Stratford,CT,"Fairfield County",06615,US,"City of Stratford"
Connecticut,DYO5,"Last Mile Facility","7120 Main St",Trumbull,CT,06611,41.294331,-73.243534,1,rooftop,7120,"Main St",,,Trumbull,CT,"Fairfield County",06611,US,"Town of Trumbull"
Connecticut,DCY9,"Last Mile Facility","48 Boston Post Rd",Orange,CT,06477,41.277864,-72.983466,1,rooftop,48,"Boston Post Rd",,,Orange,CT,"New Haven County",06477,US,"Connecticut Geospatial Information Systems Council"
Delaware,DPH4,"Last Mile Facility","1500 Johnson Way","New Castle",DE,19720,39.659874,-75.586619,1,rooftop,1500,"Johnson Way",,,"Historic New Castle",DE,"New Castle County",19720,US,"New Castle"
Florida,DMI2,"Last Mile Facility","15600 NW 15th Ave","Miami Gardens",FL,33169,25.91768,-80.22605,1,rooftop,15600,"NW 15th Ave",,,Miami,FL,"Miami-Dade County",33169,US,"Miami-Dade County"
Florida,DMI3,"Last Mile Facility","3200 Northwest 67th Ave",Miami,FL,33122,25.813496,-80.307323,1,rooftop,3200,"NW 67th Ave",,,Miami,FL,"Miami-Dade County",33122,US,"Miami-Dade County"
Florida,DMI4,"Last Mile Facility","251 International Pkwy",Sunrise,FL,33325,26.123427,-80.341705,1,rooftop,251,"International Pkwy",,,Sunrise,FL,"Broward County",33325,US,Broward
Florida,DMI6,"Last Mile Facility","6703 NW 7th St",Miami,FL,33126,25.777609,-80.30641,1,rooftop,6703,"NW 7th St",,,Miami,FL,"Miami-Dade County",33126,US,Statewide2
Florida,DMI7,"Last Mile Facility","6729 Belvedere Rd","West Palm Beach",FL,33413,26.694617,-80.149017,1,rooftop,6729,"Belvedere Rd",,,"West Palm Beach",FL,"Palm Beach County",33413,US,"Palm Beach County"
Florida,HMI1,"Last Mile Facility","1900 NW 132nd Place",Doral,FL,33182,25.793986,-80.411171,1,rooftop,1900,"NW 132nd Pl",,,Miami,FL,"Miami-Dade County",33182,US,"Miami-Dade County"
Florida,DMO1,"Last Mile Facility","7469 Kingspointe Pkwy",Orlando,FL,32819,28.459025,-81.440114,1,rooftop,7469,"Kingspointe Pkwy",,,Orlando,FL,"Orange County",32819,US,"Orange County"
Florida,DMO3,"Last Mile Facility","1216 S Orange Blossom Trail",Orange,FL,32805,28.52782,-81.39706,1,rooftop,1216,"S Orange Blossom Trl",,,Orlando,FL,"Orange County",32805,US,Statewide2
Florida,DMO4,"Last Mile Facility","3880 Mason Ave","Daytona Beach",FL,32114,29.227186,-81.02964,0.6,street_center,,"Mason Ave",,,"Daytona Beach",FL,"Volusia County",32114,US,"TIGER/Line® dataset from the US Census Bureau"
Florida,DMO6,"Last Mile Facility","700 Banyan Trail","Boca Raton",FL,33431,26.377763,-80.117381,1,rooftop,700,"Banyan Trl",,,"Boca Raton",FL,"Palm Beach County",33431,US,"Palm Beach County"
Florida,HMO1,"Last Mile Facility","901 West Landstreet Rd",Orlando,FL,32824,28.437593,-81.391905,1,rooftop,901,"W Landstreet Rd",,,Orlando,FL,"Orange County",32824,US,"Orange County"
Florida,DJX1,"Last Mile Facility","11084 Cabot Commerce Circle Bldg 4",Jacksonville,FL,32226,30.433647,-81.576263,1,rooftop,11084,"Cabot Commerce Cir",Bldg,4,Jacksonville,FL,"Duval County",32226,US,Duval
Florida,DJX2,"Last Mile Facility","4645 Blanding Bvd",Jacksonville,FL,32210,30.257686,-81.741145,1,rooftop,4645,"Blanding Blvd",,,Jacksonville,FL,"Duval County",32210,US,Duval
Florida,DJX6,"Last Mile Facility","3960 Inman Rd","St Augustine",FL,32084,29.92452,-81.403027,1,rooftop,3960,"Inman Rd",,,"Saint Augustine",FL,"St. Johns County",32084,US,"St Johns"
Florida,HJX1,"Last Mile Facility","2780 Lloyd Rd","West Jacksonville",FL,32254,30.357472,-81.759883,0.87,rooftop,2780,"Lloyd Rd",,,Jacksonville,FL,"Duval County",32254,US,Duval
Florida,DSR1,"Last Mile Facility","2906 Corporate Way",Palmetto,FL,34221,27.580894,-82.534481,1,rooftop,2906,"Corporate Way",,,Palmetto,FL,"Manatee County",34221,US,"Manatee County"
Florida,DTP1,"Last Mile Facility","8824 E Adamo Dr",Tampa,FL,33619,27.952195,-82.357139,1,rooftop,8824,"E Adamo Dr",,,Tampa,FL,"Hillsborough County",33619,US,"Hillsborough County"
Florida,DTP2,"Last Mile Facility","9900 18th St N","St Petersburg",FL,33716,27.862682,-82.658544,1,rooftop,9900,"18th St N",,,"Saint Petersburg",FL,"Pinellas County",33716,US,"City of Pinellas Park"
Florida,DTP7,"Last Mile Facility","1003 N Taylor Rd",Seffner,FL,33584,28.005777,-82.289387,1,rooftop,1003,"N Taylor Rd",,,Seffner,FL,"Hillsborough County",33584,US,"Hillsborough County"
Florida,HTP1,"Last Mile Facility","9799 International Ct N","St Petersburg",FL,33716,27.861226,-82.653041,1,rooftop,9799,"International Ct N",,,"Saint Petersburg",FL,"Pinellas County",33716,US,"Pinellas County"
Florida,HPB1,"Last Mile Facility","6729 Belvedere Rd Bldg 5","Palm Beach",FL,33413,26.694617,-80.149017,1,rooftop,6729,"Belvedere Rd",Bldg,5,"West Palm Beach",FL,"Palm Beach County",33413,US,"Palm Beach County"
Florida,DFL1,"Last Mile Facility","3880 NE 39th Ave",Gainesville,FL,32609,29.686442,-82.276768,1,rooftop,3880,"NE 39th Ave",,,Gainesville,FL,"Alachua County",32609,US,"City of Gainesville"
Florida,DFL3,"Last Mile Facility","2121 NW 67th Place ",Gainesville,FL,32653,29.715231,-82.351771,1,rooftop,2121,"NW 67th Pl",,,Gainesville,FL,"Alachua County",32653,US,Alachua
Florida,DFL4,"Last Mile Facility","4401 Seaboard Rd",Orlando,FL,32808,28.581762,-81.437882,1,rooftop,4401,"Seaboard Rd",,,Orlando,FL,"Orange County",32808,US,Statewide2
Florida,DFL5,"Last Mile Facility","3150 Shelby Industrial Dr",Apopka,FL,32703,28.681678,-81.56674,0.8,nearest_rooftop_match,3142,"Shelby Industrial Dr",,,Apopka,FL,"Orange County",32703,US,"Orange County"
Florida,DFL7,"Last Mile Facility","8100 State Road 33",Lakeland,FL,33809,28.151457,-81.887943,1,rooftop,8100,"Hwy 33 N",,,Lakeland,FL,"Polk County",33809,US,Polk
Florida,DMF1,"Last Mile Facility","5700 NW 37th Ave",Hialeah,FL,33142,25.826527,-80.258143,1,rooftop,5700,"NW 37th Ave",,,Miami,FL,"Miami-Dade County",33142,US,"Miami-Dade County"
Florida,DMF3,"Last Mile Facility","2800 N Andrews Ave Ext","Pompano Beach ",FL,33064,26.264154,-80.138105,1,rooftop,2800,"N Andrews Ave",,,"Pompano Beach",FL,"Broward County",33064,US,Broward
Florida,DMF5,"Last Mile Facility","13450 NW 14th St",Miami,FL,33182,25.785106,-80.412678,1,rooftop,13450,"NW 14th St",,,Miami,FL,"Miami-Dade County",33182,US,"Miami-Dade County"
Florida,DMF8,"Last Mile Facility","13133 34th St N",Clearwater,FL,33762,27.891809,-82.679679,1,range_interpolation,13133,"34th St N",,,Clearwater,FL,"Pinellas County",33762,US,"TIGER/Line® dataset from the US Census Bureau"
Florida,,"Last Mile Facility","3300 NW 31st Ave","Pompano Beach ",FL,33069,26.268262,-80.16632,1,rooftop,3300,"NW 31st Ave",,,"Pompano Beach",FL,"Broward County",33069,US,Broward
Florida,DMO7,"Last Mile Facility","9775 Air Commerce Pkwy",Orlando,FL,32827,28.422684,-81.341711,1,rooftop,9775,"Air Commerce Pkwy",,,Orlando,FL,"Orange County",32827,US,"Orange County"
Florida,DFM2,"Last Mile Facility","10016 Bavaria Rd","Ft Myers",FL,33913,26.56236,-81.791014,1,rooftop,10016,"Bavaria Rd",,,"Fort Myers",FL,"Lee County",33913,US,Loveland
Florida,DFM3,"Last Mile Facility","770 Commerce Dr",Venice,FL,34292,27.113335,-82.375623,1,rooftop,770,"Commerce Dr",,,Venice,FL,"Sarasota County",34292,US,"Sarasota County"
Florida,HRS1,"Last Mile Facility","7916 Drew Circle","Ft Myers",FL,33967,26.487383,-81.826032,1,rooftop,7916,"Drew Cir",,,"Fort Myers",FL,"Lee County",33967,US,Loveland
Florida,DVB1,"Last Mile Facility","7440 Commercial Circle","Ft Pierce",FL,34951,27.473715,-80.407245,1,rooftop,7440,"Commercial Cir",,,"Fort Pierce",FL,"St. Lucie County",34951,US,Loveland
Florida,HMB1,"Last Mile Facility","8792 Ely Rd",Penscola,FL,32514,30.523331,-87.200819,1,rooftop,8792,"Ely Rd",,,Pensacola,FL,"Escambia County",32514,US,Escambia
Florida,,"Last Mile Facility","8760 Davis Blvd",Naples,FL,34104,26.153008,-81.687631,1,rooftop,8760,"Davis Blvd",,,Naples,FL,"Collier County",34104,US,"Collier County"
Georgia,DAT1,"Last Mile Facility","4800 Highlands Pkwy SE",Smyrna,GA,30082,33.830327,-84.507537,1,rooftop,4800,"Highlands Pkwy",,,Smyrna,GA,"Cobb County",30082,US,Cobb
Georgia,DAT2,"Last Mile Facility","1700 Belle Meade Ct",Lawrenceville,GA,30043,33.961541,-84.056591,1,rooftop,1700,"Belle Meade Ct",,,Lawrenceville,GA,"Gwinnett County",30043,US,Gwinnett
Georgia,DAT3,"Last Mile Facility","2750 Sullivan Rd",Atlanta,GA,30337,33.62326,-84.479504,1,rooftop,2750,"Sullivan Rd",,,Atlanta,GA,"Fulton County",30337,US,"Fulton County"
Georgia,DAT6,"Last Mile Facility","7055 Campbellton Rd",Atlanta,GA,30331,33.693574,-84.616895,0.9,rooftop,7055,"Campbellton Rd SW",,,Atlanta,GA,"Fulton County",30331,US,"Fulton County"
Georgia,HAT1,"Last Mile Facility","3185 Fayetteville Rd SE",Atlanta,GA,30316,33.690959,-84.345062,1,range_interpolation,3185,"Fayetteville Rd SE",,,Atlanta,GA,"DeKalb County",30316,US,"TIGER/Line® dataset from the US Census Bureau"
Georgia,DGE2,"Last Mile Facility","140 Commerce Ct",Rincon,GA,31326,32.285205,-81.287526,0.33,place,,,,,Rincon,GA,"Effingham County",31326,US,"TIGER/Line® dataset from the US Census Bureau"
Georgia,DGE4,"Last Mile Facility","1500 Crossgate Rd","Port Wentworth",GA,31407,32.148001,-81.175849,1,rooftop,1500,"Crossgate Rd",,,"Port Wentworth",GA,"Chatham County",31407,US,"City of Savannah"
Georgia,DGE9,"Last Mile Facility","5000 Lanier Islands Pkwy Bldg 2",Buford,GA,30518,34.143702,-83.959672,1,rooftop,5000,"Lanier Islands Pkwy",Bldg,2,Buford,GA,"Hall County",30518,US,Hall
Georgia,,"Last Mile Facility","6945 Button Gwinnett Dr",Doraville,GA,30340,33.906964,-84.239201,1,rooftop,6945,"Button Gwinnett Dr",,,Atlanta,GA,"Gwinnett County",30340,US,Gwinnett
Iowa,DIA1,"Last Mile Facility","250TH St NW","North Liberty",IA,52317,41.752806,-91.697067,1,street_center,,"250th St NW",,,"North Liberty",IA,"Johnson County",52317,US,"TIGER/Line® dataset from the US Census Bureau"
Iowa,DIA3,"Last Mile Facility","1301 E Gateway Dr Bldg 5",Grimes,IA,50111,41.697991,-93.775854,0.62,nearest_rooftop_match,1251,"NE Gateway Dr",Bldg,5,Grimes,IA,"Polk County",50111,US,Polk
Iowa,DIA4,"Last Mile Facility","2500 Heinz Rd","Iowa City",IA,52240,41.632677,-91.488275,1,rooftop,2500,"Heinz Rd",,,"Iowa City",IA,"Johnson County",52240,US,Johnson
Illinois,DCH1,"Last Mile Facility","2801 S Western Ave",Chicago,IL,60608,41.840572,-87.68413,1,rooftop,2801,"S Western Ave",,,Chicago,IL,"Cook County",60608,US,"City of Chicago"
Illinois,DCH2,"Last Mile Facility","8290 Austin Ave","Morton Grove",IL,60053,42.031672,-87.777677,1,rooftop,8290,"Austin Ave",,,"Morton Grove",IL,"Cook County",60053,US,Cook
Illinois,DCH3,"Last Mile Facility","4500 Western Ave",Lisle,IL,60532,41.803286,-88.097275,1,rooftop,4500,"Western Ave",,,Lisle,IL,"DuPage County",60532,US,Dupage
Illinois,DCH4,"Last Mile Facility","401 Terrace Dr",Mudelein,IL,60060,42.254313,-87.985719,1,rooftop,401,"Terrace Dr",,,Mundelein,IL,"Lake County",60060,US,Lake
Illinois,DCH5,"Last Mile Facility","2450 Northwest Pkwy",Elgin,IL,60124,42.094343,-88.337395,0.9,range_interpolation,2450,"Northwest Pkwy",,,Elgin,IL,"Kane County",60123,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,DCH6,"Last Mile Facility","206 S Pinnacle Dr",Romeoville,IL,60446,41.617307,-88.118221,1,rooftop,206,"S Pinnacle Dr",,,Romeoville,IL,"Will County",60446,US,Will
Illinois,DCH7,"Last Mile Facility","250 Airport Rd",Elgin,IL,60123,42.067167,-88.286356,0.9,range_interpolation,250,"Airport Rd",,,Elgin,IL,"Kane County",60123,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,DCH8,"Last Mile Facility","1801 5th Ave Bldgs 1/2/3","Melrose Park",IL,60160,41.908053,-87.839948,1,range_interpolation,1801,"5th Ave",,,"Melrose Park",IL,"Cook County",60160,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,DXH6,"Last Mile Facility","3800 Finley Rd #3","Downers Grove",IL,60515,41.833597,-88.025532,0.6,street_center,,"Finley Rd",#,3,"Downers Grove",IL,"DuPage County",60515,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,DLN2,"Last Mile Facility","1400 S Laramie Ave",Cicero,IL,60804,41.861944,-87.754412,1,range_interpolation,1400,"S Laramie Ave",,,Cicero,IL,"Cook County",60804,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,DLN3,"Last Mile Facility","1455 W Shure Dr","Arlington Heights",IL,60004,42.133734,-87.998286,1,rooftop,1455,"W Shure Dr",,,"Arlington Heights",IL,"Cook County",60004,US,Cook
Illinois,DLN4,"Last Mile Facility","10500 S Woodlawn Ave",Chicago,IL,60628,41.713603,-87.592411,0.6,street_center,,"S Woodlawn Ave",,,Chicago,IL,"Cook County",60628,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,DLN8,"Last Mile Facility","315 South Hicks Rd",Palatine,IL,60067,42.103685,-88.0323,1,rooftop,315,"S Hicks Rd",,,Palatine,IL,"Cook County",60067,US,Cook
Illinois,,"Last Mile Facility","23700 Bluff Rd",Channahon,IL,60410,41.43547,-88.188066,0.9,rooftop,23700,"W Bluff Rd",,,Channahon,IL,"Will County",60410,US,Will
Illinois,HCH2,"Last Mile Facility","2350 S Wood St",Chicago,IL,60608,41.848582,-87.671356,1,rooftop,2350,"S Wood St",,,Chicago,IL,"Cook County",60608,US,"City of Chicago"
Illinois,HMW1,"Last Mile Facility","30260 Graaskamp Blvd",Wimington,IL,60481,41.337265,-88.206639,0.9,rooftop,30260,"S Graaskamp Blvd",,,Wilmington,IL,"Will County",60481,US,Will
Illinois,SIL1,"Last Mile Facility","2379 Davey Rd",Woodbridge,IL,60517,41.685178,-88.037968,1,rooftop,2379,"Davey Rd",,,Woodridge,IL,"Will County",60517,US,Will
Illinois,DIL1,"Last Mile Facility","2901 Boardwalk Dr",Champaign,IL,61822,40.149164,-88.262154,0.6,street_center,,"Boardwalk Dr",,,Champaign,IL,"Champaign County",61822,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,DIL5,"Last Mile Facility","808 Discovery Dr","West Chicago",IL,60185,41.872265,-88.252013,0.71,nearest_rooftop_match,805,"Discovery Dr",,,"West Chicago",IL,"DuPage County",60185,US,Dupage
Illinois,DIL7,"Last Mile Facility","3609 Howard St",Skokie,IL,60076,42.018906,-87.718617,1,range_interpolation,3609,"Howard St",,,Skokie,IL,"Cook County",60076,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,DLI4,"Last Mile Facility","3077 Gateway Commerce Center Dr South",Edwardsville,IL,62025,38.76934,-90.067119,0.5,street_center,,"Gateway Commerce Center Dr W",,,Edwardsville,IL,"Madison County",62025,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,DLI5,"Last Mile Facility","5106 State Route 111","Pontoon Beach",IL,62040,38.748779,-90.070923,1,range_interpolation,5106,"State Rte 111",,,"Granite City",IL,"Madison County",62040,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,HLU1,"Last Mile Facility","3931 Lakeview Corporate Drive",Edwardsville,IL,62048,38.801471,-90.07635,0.6,street_center,,"Lakeview Corporate Dr",,,Hartford,IL,"Madison County",62048,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,,"Last Mile Facility","3507 W 51st St","Gage Park",IL,60632,41.800539,-87.713514,1,range_interpolation,3507,"W 51st St",,,Chicago,IL,"Cook County",60632,US,"TIGER/Line® dataset from the US Census Bureau"
Illinois,,"Last Mile Facility","2420 S Halsted St",Bridgeport,IL,60608,41.847955,-87.648425,1,rooftop,2420,"S Halsted St",,,Chicago,IL,"Cook County",60608,US,"City of Chicago"
Illinois,,"Last Mile Facility","7557 South 78th Ave",Brideview,IL,60455,41.755543,-87.812464,1,rooftop,7557,"S 78th Ave",,,Bridgeview,IL,"Cook County",60455,US,Cook
Indiana,HIN1,"Last Mile Facility","6057 Churchman Bypass Rd",Indianapolis,IN,46203,39.712293,-86.062588,1,range_interpolation,6057,"Churchman Byp",,,Indianapolis,IN,"Marion County",46203,US,"TIGER/Line® dataset from the US Census Bureau"
Indiana,DIN1,"Last Mile Facility","5850 W 80th St",Indianapolis,IN,46278,39.898858,-86.264119,1,rooftop,5850,"W 80th St",,,Indianapolis,IN,"Marion County",46278,US,Statewide
Indiana,DIN2,"Last Mile Facility","2100 E 15th Ave",Gary,IN,46402,41.58822,-87.311222,1,rooftop,2100,"E 15th Ave",,,Gary,IN,"Lake County",46402,US,Lake
Indiana,DIN3,"Last Mile Facility","5545 Chet Waggoner Ct #200","South Bend",IN,46628,41.716559,-86.335738,0.33,place,,,,,"South Bend",IN,"St. Joseph County",46628,US,"TIGER/Line® dataset from the US Census Bureau"
Indiana,DIN4,"Last Mile Facility","1621 Collins Rd",Greenwood,IN,46143,39.59412,-86.054465,1,range_interpolation,1621,"Collins Rd",,,Greenwood,IN,"Johnson County",46143,US,"TIGER/Line® dataset from the US Census Bureau"
Indiana,DIN6,"Last Mile Facility","8610 Avionics Dr","Ft Wayne",IN,46809,41.006286,-85.195485,1,rooftop,8610,"Avionics Dr",,,"Fort Wayne",IN,"Allen County",46809,US,Allen
Indiana,,"Last Mile Facility","14831 Foundation Ave",Evansville,IN,47725,38.112162,-87.48344,0.9,rooftop,14831,"Foundation Ave",,,Evansville,IN,"Vanderburgh County",47711,US,"City of Evansville"
Kansas,DMC3,"Last Mile Facility","4054 Powell Dr",Shawnee,KS,66226,39.054719,-94.854514,1,rooftop,4054,"Powell Dr",,,"Shawnee Mission",KS,"Johnson County",66226,US,"City of Olathe"
Kansas,HMC1,"Last Mile Facility","27200 West 157th St",Johnson,KS,66031,38.844954,-94.900912,1,rooftop,27200,"W 157th St",,,"New Century",KS,"Johnson County",66031,US,"City of Olathe"
Kansas,,"Last Mile Facility","4044 N Toben",Wichita,KS,67226,37.757244,-97.230743,1,rooftop,4044,"N Toben St",,,Wichita,KS,"Sedgwick County",67226,US,"City of Wichita"
Kansas,,"Last Mile Facility","17800 College Blvd",Lenex,KS,66219,38.932742,-94.790833,1,rooftop,17800,"College Blvd",,,Lenexa,KS,"Johnson County",66219,US,Statewide
Maryland,DBA1,"Last Mile Facility","86 Alco Pl #98",Lansdowne,MD,21227,39.246932,-76.65072,1,rooftop,86,"Alco Pl",#,98,Halethorpe,MD,"Baltimore County",21227,US,Baltimore
Maryland,DBA2,"Last Mile Facility","7458 New Ridge Rd",Hanover,MD,21076,39.170993,-76.70655,1,rooftop,7458,"New Ridge Rd",,,Hanover,MD,"Anne Arundel County",21076,US,"Anne Arundel County"
Maryland,DBA3,"Last Mile Facility","8411 Kelso Dr",Essex,MD,21221,39.324112,-76.487588,1,rooftop,8411,"Kelso Dr",,,Essex,MD,"Baltimore County",21221,US,Statewide
Maryland,DBA7,"Last Mile Facility","16604 Industrial Labe",Williamsport,MD,21795,39.600202,-77.795267,1,rooftop,16604,"Industrial Ln",,,Williamsport,MD,"Washington County",21795,US,Statewide
Maryland,DBA8,"Last Mile Facility","7021 Dorsey Rd",Hanover,MD,21076,39.17104,-76.724787,1,rooftop,7021,"Dorsey Rd",,,Hanover,MD,"Anne Arundel County",21076,US,"Anne Arundel County"
Maryland,DDC2,"Last Mile Facility","861 E Gude Dr",Rockville,MD,20850,39.106295,-77.151315,1,range_interpolation,861,"E Gude Dr",,,Rockville,MD,"Montgomery County",20850,US,"TIGER/Line® dataset from the US Census Bureau"
Maryland,DMD4,"Last Mile Facility","102 Fulfillment Dr",Edgewood,MD,21040,39.434799,-76.293579,0.33,place,,,,,Edgewood,MD,"Harford County",21040,US,"TIGER/Line® dataset from the US Census Bureau"
Maryland,DMD8,"Last Mile Facility","9 Jay Gould Ct",Waldorf,MD,20602,38.611425,-76.910616,1,rooftop,9,"Jay Gould Ct",,,Waldorf,MD,"Charles County",20602,US,Statewide
Maryland,DMD9,"Last Mile Facility","1000 Prince Georges Blvd","Upper Marlboro",MD,20774,38.874094,-76.724883,1,rooftop,1000,"Prince Georges Blvd",Uppr,,"Upper Marlboro",MD,"Prince George's County",20774,US,"Prince Georges"
Maryland,DLD1,"Last Mile Facility","7659 Solley Rd","Glen Burnie",MD,21060,39.168968,-76.5539,1,rooftop,7659,"Solley Rd",,,"Glen Burnie",MD,"Anne Arundel County",21060,US,"Anne Arundel County"
Maryland,DLD7,"Last Mile Facility","10100 Willowdale Rd",Lanham,MD,20706,38.955887,-76.831096,1,rooftop,10100,"Willowdale Rd",,,Lanham,MD,"Prince George's County",20706,US,"Prince Georges"
Maryland,SMD1,"Last Mile Facility","7200 Dorsey Run Rd",Elkridge,MD,21075,39.171481,-76.761457,1,rooftop,7200,"Dorsey Run Rd",,,Elkridge,MD,"Howard County",21075,US,Howard
Maryland,,"Last Mile Facility","5801 Columbia Park Rd",Landover,MD,20785,38.915948,-76.906841,1,rooftop,5801,"Columbia Park Rd",,,Hyattsville,MD,"Prince George's County",20785,US,"Prince Georges"
Maryland,,"Last Mile Facility","700 N Frederick Rd",Gaithersburg,MD,20879,39.151998,-77.216532,1,rooftop,700,"N Frederick Ave",,,Gaithersburg,MD,"Montgomery County",20879,US,Montgomery
Maryland,,"Last Mile Facility","10406 Tucker St",Beltsville,MD,20705,39.024249,-76.912586,1,rooftop,10406,"Tucker St",,,Beltsville,MD,"Prince George's County",20705,US,"Prince Georges"
Maryland,HBA1,"Last Mile Facility","1100 Woodley Rd",Aberdeen,MD,21001,39.499909,-76.231177,0.33,place,,,,,Aberdeen,MD,"Harford County",21001,US,"TIGER/Line® dataset from the US Census Bureau"
Massachusetts,DBO2,"Last Mile Facility","500 Sprague St",Dedham,MA,02026,42.234175,-71.140546,1,rooftop,500,"Sprague St",,,Dedham,MA,"Norfolk County",02026,US,"City of Dedham"
Massachusetts,DBO3,"Last Mile Facility","8 Industrial Rd",Milford,MA,01757,42.139748,-71.492855,1,rooftop,8,"Industrial Rd",,,Milford,MA,"Worcester County",01757,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,DBO7,"Last Mile Facility","161 Lower Westfield Rd",Holyoke,MA,01040,42.176048,-72.647607,1,rooftop,161,"Lower Westfield Rd",,,Holyoke,MA,"Hampden County",01040,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,DBO8,"Last Mile Facility","24 Alger St",Boston,MA,02127,42.332973,-71.05782,1,range_interpolation,24,"Alger St",,,"South Boston",MA,"Suffolk County",02127,US,"TIGER/Line® dataset from the US Census Bureau"
Massachusetts,DBO9,"Last Mile Facility","30 Commerce Blvd",Middleborough,MA,02346,41.907828,-70.955506,1,rooftop,30,"Commerce Blvd",,,Middleboro,MA,"Plymouth County",02346,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,DMH9,"Last Mile Facility","135 American Legion Highway",Revere,MA,02151,42.413559,-71.000294,1,rooftop,135,"American Legion Hwy",,,Revere,MA,"Suffolk County",02151,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,DAS8,"Last Mile Facility","110 Fordham Rd",Wilmington,MA,01887,42.562268,-71.140316,1,rooftop,110,"Fordham Rd",,,Wilmington,MA,"Middlesex County",01887,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,DCB2,"Last Mile Facility","560 West St",Mansfield,MA,02048,42.023583,-71.245882,1,rooftop,560,"West St",,,Mansfield,MA,"Bristol County",02048,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,DCB4,"Last Mile Facility","750 Everett St",Westwood,MA,02062,42.209698,-71.176408,1,rooftop,750,"Everett St",,,Norwood,MA,"Norfolk County",02062,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,DCB8,"Last Mile Facility","351 Maple St",Bellingham,MA,02019,42.102348,-71.453259,1,rooftop,351,"Maple St",,,Bellingham,MA,"Norfolk County",02019,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
